ঈশবৰাধীন,adjective 
ঈষৎ,adjective 
ঈহ,noun
ঈক্ষণ,noun
ঈষাৰ্,noun
উইল,noun
উঃ,preposition
উকি,noun
উখনা-উখনি,noun
উখা,root verb
উখোৱা,adjective
উগাৰ,noun
উগাৰ্‌,root verb
উগ্ৰ,adjective
উঘা,root verb
উঘাল,root verb
উচট্,root verb
উচটনি,adjective
উচল,adjective
উচাল,noun
উচাল্,root verb
উছন,adjective
উছাহ,noun
উজনি,noun
উজল্‌,root verb
উজাল্‌,root verb
উজাল,noun
উট,noun
উট্‌,root verb
উঠা,root verb
উড়িধান,noun
উল,noun
উতলা,root verb
উৎকট,adjective
উৎকষৰ্,noun
উৎখাত,adjective
উওম,adjective
উওৰ,noun
উওৰোওৰ,adverb
উওাল,adjective
উৎপাত,noun
উথল্‌,root verb
উদ,noun
উদগা,root verb
উদৰাময়,noun
উদি,noun
উনা,root verb
উপনাম,noun
উপমা,noun
উবাৰ্‌,root verb
উমা,root verb
উলাৰ,adjective
উলিয়া,root verb
উস্‌,pronoun
উহনি,noun
ঊঢ়ন,noun
ঊঢ়হ,root verb
 ঊদফাই,noun
ঊধ্,root verb
ঊধা,root verb
ঊন,adjective
ঊনবিংশ ,adjective
ঊৰু,noun
ঊৰ্ণনাভ,noun
ঊৰ্ণা,noun
ঊধৰ্ব,adjective
ঊৰ্মি,noun
ঊষৰ,adjective
ঊষা,noun
ঊহ্য,adjective
একাঁঠু,adjective
এই,pronoun
এইয়া,preposition
এওঁ,pronoun
এক,noun
একক,adjective
একঁকাল,adjective
 এককথীয়া,adjective
এককালীন,adjective
একঠীয়া,adjective
একণীয়া,adjective
একতৰফা,adjective
একতা,noun
একতাৰা,noun
একতাল,noun
একতীয়া,adjective
একত্ৰ,adjective
একত্ব,noun
একদম,adjective
একদৃষ্টি,noun
একদেশদৰ্শী,adjective
একনিষ্ঠ,adjective
একপক্ষ,noun
একপত্নীক,adjective
একবচন,noun
একবাক্যে,adverb
একমত,noun
একমাত্ৰ,adjective
একমুখে,adverb
একৰ,noun
একৰকম,adjective
একৰামকলি,adverb
একৰাৰ,noun
একশৰণ,noun
একশেষ,noun
একসিৰা,noun
একা,preposition
একাংশ,noun
একাকাৰ,adjective
একাগ্ৰ,adjective
একাংগী,noun
একাঁচল,noun
একাজি,noun
একাজী,adjective
একাঠী,adjective
একাঁঠু,adjective
একাণপতীয়া,adjective
একাত্ম,adjective
একাদশ,noun
একাধিক,adjective
ঐ ,pronoun
ঐকতান,noun
ঐকমত্য,noun
ঐকাত্ম্য,noun
ঐকান্তিক,adjective
ঐকিক,adjective
ঐক্য,noun
ঐচ্ছিক,adjective
ঐতিহাসিক,adjective
ঐতিহ্য,noun
ঐদহে-বৈদহে,adverb
ঐন্দ্ৰজালিক,adjective
ঐয়া-হৈয়া,noun
ঐৰাৱত,noun
ঐশ,adjective
ঐশ্বৰ্য,noun
ঐষিক,noun
ঐহিক,adjective
ওঁ,preposition
ওম্,preposition
ওক,noun
ওকট্,root verb
ওকট-পাকট,noun
ওকটা-মাৰি,noun
ওকণী,noun
ওকাল্,root verb
ওকালতনামা,noun
ওকালতি,noun
ওকালি,noun
ওকোল-মোকোল,adjective
ওখ,noun
ওখল,noun
ওখোন,noun
ওখোৰা-মোখোৰা,adjective
ওংকাৰ,noun
ওচ-মোচ,noun
ওচৰ,adjective
ওচৰা-উচৰি,adjective
ওজ,noun
ওজঃ,noun
ওজন,noun
ওজৰ,noun
ওজস্বী,adjective
ওজা,noun
ওজা-পালি,noun
ওটা,adjective
ওঁঠ,noun
ওঠৰ,noun
ওড়,noun
ওড়িয়া,noun
ওত,noun
ওতপ্ৰোত,adjective
ওদা,adjective
ওদাল,noun
ওনা,noun
ওনা-ওনে,adverb
ওন্দোলা,root verb
ওপঙ্,root verb
ওপচ-মূৰীয়া,adjective
ওপজ্,root verb
ওপৰ,adjective
ওপৰঞ্চি,adjective
ওপৰৱালা,noun
ওপৰা-উপৰি,noun
ওৰফে,preposition
ওলা,root verb
ওলোম,noun
ওহালি,noun
ঔ,noun
ঔচ্,preposition
ঔচিত্য,noun
ঔজ্জ্বল্য,noun
ঔৎপাতিক,adjective
ঔৎসুক্য,noun
ঔদাৰ্য,noun
ঔদাসীন্য,noun
ঔদ্ধত্য,noun
ঔদ্বাহিক,adjective
ঔপনিৱেশিক,adjective
ঔপনিষদ,adjective
ঔপন্যাসিক,adjective
ঔপম্য,noun
ঔপসৰ্গিক,adjective
ঔৰস,adjective
ঔৰ্ধ্বদেহিক,adjective
ঔ-লতা,noun
ঔষধ,noun
ঔষধালয়,noun
ঔষধি,noun
কইনা,noun
ককা,noun
ককাই,noun
ককুৱা,noun
কচ,noun
কচুৱা,adjective
কচ্‌কচা,root verb
কছৰ,noun
কঠ,noun
কণিয়া,root verb
কত,adjective
কথক,noun
কথন-মথন,noun
কদৰ,noun
কনাই,noun
কপাল,noun
কপিকল,noun
কফি,noun
কবি,noun
কমলা,noun
কমা,root verb
কৰণ,noun
কৰপা,noun
কৰলীয়া,adjective
কৰা,root verb
কৰিয়া,adjective
কণৰ্,noun
কতাৰ্,noun
কমৰ্,noun
কল,noun
কলচি,noun
কলমলা,root verb
কলা,noun
কাইলৈ,adverb
কাক,noun
কাগজ,noun
কাচ্‌,root verb
কাট্‌,root verb
কাণ,noun
কাপোৰ,noun
কাম,noun
কালি,noun
কিবা,adjective
কিমান,adjective
কুকুৰ,noun
কৃতি,noun
কেই,pronoun
কেলেই,preposition
কোণ,noun
কোৱা,root verb
খকমক,noun
খঙাল,adjective
খচ্‌,root verb
খচিত,adjective
খটা,root verb
খতম,noun
খদা,noun
খপিয়া,root verb
খৰ,noun
খৰ-ধৰ,noun
খৰিকা,noun
খৰি,noun
খৰিচা,noun
খলপ,noun
খলপা-খলপ,adjective
খহা,root verb
খা,root verb
খাজনা,noun
খাৰ,noun
খাৰলি,noun
খাল,noun
খালি,adjective
খিল,noun
খেজাল,root verb
খেতো,pronoun
খেদা,root verb
খেপ,noun
খেৰণি,noun
খেল,noun
খেল্‌,root verb
খেল্‌খেলা,root verb
খেৱা,noun
খোক,noun
খোকা,noun
খোঁচ,root verb
খোঁচৰ,adjective
খোঁচা,noun
খোজ,noun
খোজ্‌,root verb
খোপা,noun
খোৰ,noun
খোৰাক,noun
খোৰোচা,noun
খোৱা,noun
খোৱা-কামোৰা,noun
খোৱাৰ,noun
খোহা,noun
খ্যাত,adjective
খ্যাতি,noun
খ্যাত-মনত,adjective
গইনা,noun
গগন,noun
গচক্‌,root verb
গছ,noun
গছাল,adjective
গজাল,noun
গঞা,adjective
গড়,noun
গঢ়া,root verb
গণিত,noun
গনেশ,noun
গণ্য,adjective
গতি,noun
গতিকে,adverb
গদিষা,root verb
গপা,root verb
গমন,noun
গম্য,adjective
গৰম,noun
গৰাকী,noun
গবৰ্,noun
গলা,root verb
গাঁও,noun
গাজৰ,noun
গান,noun
গায়ন,noun
গিয়ান,noun
গিৰিজা,noun
গিলাচ,noun
গূজৰত,preposition
গূণ্‌,root verb
গূৰা,noun
গূহা,noun
গূহ্য,adjective
গে°জ খা,root verb
গেজেৰা,noun
গোধিকা,noun
গোনা,adjective
গোলাধৰ্,noun
গোলোক,noun
গ্ৰথিত,adverb
গ্ৰহ,noun
গ্ৰহন,noun
গ্ৰহনী,noun
গ্ৰাম্য,adjective
গ্ৰাহ,noun
গ্ৰাহ্য,adjective
গ্ৰীক,noun
গ্ৰীৱা,noun
গেলাব,noun
ঘগৰা,noun
ঘট,noun
ঘট্‌,root verb
ঘটক,noun
ঘটা,root verb
ঘটিকা,noun
ঘডি,noun
ঘন,noun
ঘনা,root verb
ঘনে,adverb
ঘপিয়া,root verb
ঘৰ,noun
ঘৰ কৰ্‌,root verb
ঘৰে-পৰে,adverb
ঘৰ্ষন,adjective
ঘাগৰি,noun
ঘাগী,noun
ঘাট্‌,root verb
ঘাটি,adjective
ঘাত,noun
ঘাম,noun
ঘাৰ,noun
ঘিণ,noun
ঘিলা,noun
ঘূকুটিয়া,root verb
ঘূকুুচা,adjective
ঘূণ,noun
ঘূৰ্‌,root verb
ঘূৰি,noun
ঘৃণা,noun
ঘৃত,noun
ঘেকেটা,adjective
ঘে°চি,noun
ঘেৰ,noun
ঘেলা,root verb
ঘেহনি,noun
ঘৈণী,noun
ঘৈয়া,root verb
ঘোঁকট,noun
ঘোঁঁকা,noun
ঘোচ,noun
ঘোচাম,noun
ঘোদা,adjective
ঘোপ,noun
ঘোৰ,adjective
ঘোল্‌,root verb
ঘোল,noun
ঘোলা,adjective
ঘোষা,noun
ঘ্ৰাণ,noun
ঙ,noun
চং,noun
চক,noun
চক্‌মক্‌,adjective
চকলা,adjective
চকলিয়া,root verb
চকা,noun
চকি,noun
চকু,noun
চক্‌ৰাকাৰ,adjective
চগা,noun
চট্‌চটা,root verb
চতুৰ,adjective
চতুুৰ্পাশে,adverb
চনক,root verb
চনদ,noun
চন্দা,noun
চপৰিয়া,root verb
চপা,root verb
চফা,adjective
চমূ,noun
চৰ্‌,root verb
চৰি,noun
চৰিয়া,noun
চা,root verb
চাকি,noun
ছটা,noun
ছটাক,noun
ছটিয়া,root verb
ছদকা,noun
ছনে-বনে,adverb
ছপা,adjective
ছবি,noun
ছল্‌,root verb
ছহিদ,noun
ছা,root verb
ছাক্‌,root verb
ছাট,noun
ছাতি,noun
ছানা,noun
ছাৰি,preposition
ছিঃ,preposition
ছিদ্ৰ,noun
ছিপা,root verb
ছিৰাল,noun
ছেক্‌,root verb
ছেল খা,root verb
ছেলনি,noun
ছেলা,root verb
ছোৱা,root verb
ছোৱালী,noun
জ°ই পৰ,root verb
জক্‌মক্‌,noun
জকা,noun
জখলা,noun
জগ্‌,root verb
জঘন্য,adjective
জটা,noun
জন,noun
জনক,noun
জনন,noun
জনা,adjective
জনে জনে,adverb
জপনা,noun
জমা,root verb
জয়,noun
জৰ,noun
জৰণি,noun
জৰা,noun
জৰি,noun
জলকা,adjective
জলম,noun
জাতি,noun
জাতীয়,adjective
জাঁপত জাঁপে,adverb
জিৰণি,noun
ঝঙ্‌কাৰ,noun
ঝঙ্‌কৃত,adjective
ঝঞ্জা,noun
ঝূমূৰি,noun
ঝিঝিট,noun
ঝূমূূৰ,noun
ঝূমূৰা,noun
টং টং কৰে,adverb
টং কৰ্‌,root verb
টকয়া,noun
টকলা,adjective
টকা,noun
টঙনা,noun
টঙালি,noun
টটঙা,adjective
টন,noun
টনহ,root verb
টনা,noun
টান্,root verb
টানি-মানি,adverb
টাব,noun
টালি,noun
টিং,noun
টিক্‌,root verb
টিকা,noun
টিকিৰা,adjective
টিঙনা,noun
টিন,noun
টিপ্‌,root verb
টিপচি,noun
টিপা,noun
টিপি-টাপি,adverb
টিপিয়া,root verb
টিমক,adjective
টিলিকা,adjective
টূকৰিয়া,root verb
টূকি-টাকি,adverb
টূকিয়া,root verb
টূকুৰা,noun
টূট্‌,root verb
টূটনি,noun
টূপ,noun
টূপা,root verb
টূপি,noun
টূপূৰা,adjective
টূমনি,noun
টেই-টূকি,adverb
টেক্‌,noun
টেক্ৰ,noun
টেক্ৰি,noun
টেটেৰা,adjective
ঢেনিছ,noun
টেপা,noun
টেপা খা,root verb
টেৰা,adjective
টেলিগ্ৰাম,noun
টোকনী,noun
ঠকুৰা,noun
ঠগ,noun
ঠগিত,adjective
ঠঙনা,noun
ঠঙনা খা,root verb
ঠৰ,noun
ঠৰ-মৰ,adjective
ঠাই,noun
ঠাকুৰ,noun
ঠাচ কৰে,adverb
ঠাৰি,noun
ঠালি,noun
ঠাহ্‌,root verb
ঠিক,adjective
ঠিক ঠাক,noun
ঠিকা,noun
ঠিলা,noun
ঠূম,noun
ঠূৰি,noun
ঠেক,adjective
ঠেক্‌,root verb
ঠেঙা,noun
ঠেনূ,noun
ঠেৰেঙা,adjective
ঠেল্‌,root verb
ঠেহ,noun
ঠেহাল,adjective
ঠোকৰ,noun
ডংডঙীয়া,adjective
ডক্‌,noun
ডকৰা,adjective
ডকৰা পৰ্‌,root verb
ডকা,noun
ডকা দি,root verb
ডগডগী,noun
ডঙূৱা,adjective
ডজন,noun
ডবল,noun
ডবা,root verb
ডৰ,noun
ডৰা,noun
ড°ৰি,noun
ডল্‌,root verb
ডলূৱা,adjective
ডাইনা,noun
ডাইনেমো,noun
ডাইল,adjective
ডাং,noun
ডাক,noun
ডাক্‌,root verb
ডাকু,adjective
ডাকুৰ,noun
ডাগি,noun
ডাঙৰ,adjective
ডাঠ,adjective
ডাঠি,adverb
ডাব,noun
ডাবি,noun
ডাঁৰ,noun
ডালি,noun
ডালিয়া,noun
ডিক্ৰি,noun
ডিঙা,noun
ডিঙি,noun
ডিপূটি,adjective
ডিপো,noun
ডিমা,noun
ডিলা,noun
ডুব্‌,root verb
ডুলি,noun
ডে,root verb
ডেও,noun
ডেকা,adjective
ডেমাক,noun
ডেৰ,adjective
ডেৱা,noun
ডোবা,noun
ড্ৰিল,noun
ঢং,noun
ঢক,noun
ঢকা-চমকা,adjective
ঢকিয়া,root verb
ঢপৰিয়া,root verb
ঢল,noun
ঢলা,root verb
ঢাকুৰ,root verb
ঢাপ,noun
ঢাৰি,noun
ঢিমা,adjective
ঢিমিকি-ঢিমিকি ,adverb
ঢূলা,root verb
ঢে°কৰ,noun
ঢেঙা,adjective
ঢেৰ,adjective
ঢেল,noun
ঢোকা,noun
ঢোপ,noun
ঢোপা,adjective
ঢোপা-বড়,noun
ঢোৰোহা,adjective
ঢোল,noun
ঢোলোকা,noun
ঢৌ,noun
ঢৌবা,root verb
ঢৌ-জোৱাৰ,noun
পিজন্ত,adjective
পিজন্ত ধাতু,noun
তই,pronoun
তক,noun
তঙা,root verb
তছৰ,noun
ততেক,pronoun
তৎকালে,adverb
তথ্য,noun
তদৱধি,adverb
তনূ,noun
তপন,noun
তভক,adjective
তমাম,adjective
তবঙা,root verb
তৰল,adjective
তৰা,root verb
তলব,noun
তলে,adverb
তাই,pronoun
তাও,noun
তাক,pronoun
তাতো,preposition
তাল,noun
তাৰ,pronoun
তালব্য,adjective
তীৰ,noun
থ,root verb
থকৰ-বকৰ,noun
থঙা,noun
থপৰিয়া,root verb
থমক্‌,root verb
থমা দৈ,noun
থৰ,noun
থল,noun
থলী,noun
থা,root verb
থান,noun
থাপনা,noun
থিত,adjective
থিৰ,adjective
থিৰে,adverb
থূকুচ্,root verb
থূপ,noun
থূম,noun
থূল,noun
থেকেচ্‌,root verb
থেলা,noun
থোপ,noun
থোপোৰা,adjective
থোৰ,noun
থোহ-মোৰ,adjective
দইন,noun
দংশ্‌,root verb
দখল,noun
দখিন,noun
দগা,noun
দদাই,noun
দফা,noun
দবনি,adverb
দবা,root verb
দম,noun
দম্‌,root verb
দমন,noun
দৰব,noun
দবে,adjective
দৰ্শন,noun
দল,noun
দলি,noun
দলিচা,noun
দশ,noun
দইল,noun
দাতব্য,adjective
দানা,noun
দি,preposition
দিঠক,noun
দীপক,noun
ধদূৱা,adjective
ধন,noun
ধনিয়া,noun
ধনী,noun
ধন্য,adjective
ধপতুৱা,adjective
ধৰমী,adjective
ধৰা,noun
ধৰ্ম,noun
ধল,adjective
ধান্য,noun
ধাব,noun
ধাৰণা,noun
ধাৰ্মিক,adjective
ধিক্‌,preposition
ধিয়া,root verb
ধীৰ,adjective
ধূন,noun
ধূপা,root verb
ধূলি,noun
ধেতোৰ,noun
ধেনা,adjective
ধো,root verb
ধোদ,noun
ধোৱন,noun
ধুনীয়া,adjective
ন,adjective
নও-জোৱান,noun
নকল,noun
নকৈ,adverb
নগৰ,noun
নঙলা,noun
নছিব,noun
নতি,noun
নথৈ,adverb
নদী,noun
নফৰ,noun
পইছা,noun
প°ইতা,noun
পক্‌,root verb
পকটিয়া,root verb
পকা,adverb
পকী,adjective
পকেট,noun
পখিলা,noun
পচন,noun
পচা,root verb
পছিম,noun
পটল,noun
পঠিয়া,root verb
পতাকা,noun
পতি,preposition
পথ,noun
পথে-বিপথে,adverb
পদিনা,noun
পদে,adverb
পয়া,noun
পব,adjective
পৰা,preposition
পৰিজন,noun
পৰিমিক,adjective
পৰ্যন্ত,preposition
ফইদা,noun
ফকৰা,noun
ফচল,noun
ফচহূ,adjective
ফট্‌ফটা,root verb
ফণা,noun
ফণি,noun
ফৰ,noun
ফব্ফ‌ৰা,adverb
ফৰাচী,adjective
ফৰিঙা,noun
ফল,noun
ফলীয়া,adjective
ফাঁক,noun
ফাকি,noun
ফাজিল,adjective
ফান,noun
ফাপ,root verb
ফূকা,root verb
ফূল,noun
ফূৰা,root verb
ফূলনি,noun
ফেপা,adjective
ফেৰফেৰা,root verb
ফোন,noun
বইজাত,adjective
বইট্‌,root verb
বংশ,noun
বকছিছ,noun
বকনা,adjective
ব-কলম,adverb
বখলা,noun
বগৰা,root verb
বগা,adjective
বঙলা,noun
বচা,root verb
বছৰি,adverb
বজাৰ,noun
বন,noun
বনকা,root verb
বননি,noun
বনা,root verb
বনাম,preposition
বয়লাৰ,noun
বৰাত,noun
বৰাবৰ,adverb
বলিয়া,noun
বহা,root verb
বাইবেল,noun
বিগত,adjective
ভকতি,noun
ভগন,noun
ভগা,root verb
ভচহূ,adjective
ভজন,noun
ভজা,root verb
ভটা,noun
ভব্য,adjective
ভৰ,noun
ভৰি,noun
ভলা,noun
ভৱদীয়,pronoun
ভাং,root verb
ভাগৰ,noun
ভাগে,adverb
ভাত,noun
ভাল,adjective
ভালে,adverb
ভিজা,root verb
ভিৰ,noun
ভুজ,noun
ভুলা,root verb
ভেম,noun
ভোক,noun
ভোল,noun
মই,pronoun
মইনা,noun
মকৰা,noun
মকা,adjective
মগন,adjective
মচুৰ,noun
মজা,noun
মটৰ,noun
মণি,noun
মতে,preposition
মদন,noun
মধ্য,noun
মন,noun
মনিহাৰী,adjective
মনে মনে,adverb
মহলা,noun
মহাজন,noun
মহান,adjective
মহামাৰী,noun
মহিলা,noun
মাজে মাজে,adverb
মান,noun
মান্য,adjective
মালা,noun
মিছা,adjective
যকৃত্,noun
যখ,noun
য-খাৰ,noun
যচা,adjective
যজ্‌,root verb
যজন,noun
যজনীয়,adjective
যজমান,noun
যজ-মানি,noun
যজমানী,adjective
য°জা,adjective
যজূৰ্বেদ,noun
যজ্ঞ,noun
যজ্ঞ-কুন্ড,noun
যজ্ঞ-ডিমৰূ,noun
যজ্ঞেশ্বৰ,noun
যজ্ঞোপবীত,noun
যঠা,noun
য'ত,pronoun
য'ত ত'ত,adverb
য'তে ত'তে,adverb
য'তকীয়া,adjective
যৎসামান্য,adjective
যত,adjective
যতক,adjective
যতেক,adjective
যতন,noun
যতনা,root verb
যতা,root verb
য°তৰ,noun
যতি,noun
যতী,noun
যত্ন,noun
যত্ন-পূ্ৰ্বক,adverb
যত্নবান,adjective
যএ,preposition
যএ তএ,adverb
যথা,preposition
যথাক্ৰমে,adverb
যথা-তথা,adverb
যথাৰ্থ,adjective
যথোচিত,adjective
যদি,preposition
যদূমণি,noun
যদ্যপি,preposition
যনী,noun
যমক,noun
যমজ,adjective
যমল,adjective
য'ব,pronoun
যবন,noun
যশ,noun
যশোদা,noun
মহ,noun
যহন-তহন,adjective
যহা,root verb
যকৃ্ষ,noun
যাকে-তাকে,pronoun
যাচক,noun
যাজক,noun
যাজি,adjective
যাঠি,noun
যাতনা,noun
যাতে তাতে,pronoun
যাএা,noun
যাএিক,noun
যাদূ,noun
যাদূূঘৰ,noun
যাদৃশ,adjective
যান,noun
যাপিত,adjective
যাম,noun
যামল,adjective
যি,pronoun
যিহকে-তিহকে,adverb
যূকিয়া,root verb
যূগ,noun
যূগল,noun
যূগী,noun
যূত,noun
যূবক,noun
যূতি,noun
যূথ,noun
যেই,pronoun
যেতিয়া,adverb
যেই-সেই,adjective
যেনি,adverb
যেনিবা,preposition
যেনে,preposition
যোগ,noun
যোগনীয়া,adjective
যোগা,root verb
যোগৰ,noun
যোগে,preposition
যোজক,adjective
যোজোনা,noun
যোনি,noun
যোৰা,noun
যৌথ,adjective
যৌবন,noun
ৰ,root verb
ৰইনা,noun
ৰং,noun
ৰং চা,root verb
ৰংঘৰ,noun
ৰকম,noun
ৰ-কাৰ,noun
ৰথ্‌,root verb
ৰখা,root verb
ৰগ,noun
ৰঙচা,noun
ৰচ্‌,root verb
ৰচকী,noun
ৰচনা,noun
ৰজন,noun
ৰজনজনা,adjective
ৰজা,noun
ৰট্‌,root verb
ৰন,noun
ৰত,adjective
ৰতি,noun
ৰথ,noun
ৰন্ধা,noun
ৰবৰ,noun
ৰবি,noun
ৰকম-জকম,adjective
ৰমলিয়া,root verb
ৰম্য,adjective
ৰ-ৰ কৰে,adverb
ৰস,noun
ৰসনা,noun
ৰহ্‌,root verb
ৰহন,noun
ৰহস্য,noun
ৰহিত,adjective
ৰক্ষক,noun
ৰক্ষিত,adjective
ৰাইজ,noun
ৰাও,noun
ৰাগ,noun
ৰাজ,noun
ৰাজকুমাৰ,noun
ৰাজ-দৰবাৰ,noun
ৰাজধৰ্ম,noun
ৰাজধানী,noun
ৰাজভোগ,noun
ৰাজস,adjective
ৰাজসিক,adjective
ৰাজি,noun
ৰাণা,noun
ৰামকল,noun
ৰামধেনূ,noun
ৰায়ক,noun
ৰাৱন,noun
ৰাশি,noun
ৰাহি, noun
ৰিজা,root verb
ৰিজাপ,noun
ৰিঠা,noun
ৰিপূ,noun
ৰিম,noun
ৰীতি,noun
ৰূগীয়া,adjective
ৰূণ,noun
ৰূধিৰ,noun
ৰূপিত,adjective
ৰূমাল,noun
ৰূক্ষ,adjective
ৰূপ,noun
ৰূপক,noun
ৰূপকথা,noun
ৰূপহ,adjective
ৰূপালী,adjective
ৰূপে,adverb
ৰূপোৱালী,adjective
ৰেং,noun
ৰেকৰেকা,root verb
ৰেখা,noun
ৰেঙা,root verb
ৰেচম,noun
ৰেছন,noun
ৰেতি,noun
ৰেপ্‌,root verb
ৰেফ,noun
ৰেল,noun
ৰেলিং,noun
ৰেহাই,noun
ৰেৱ মাৰ্‌,root verb
ৰৈখিক,adjective
ৰৈয়ত,adjective
ৰোক্‌,root verb
ৰোচন,adjective
ৰোদন,noun
ৰোল,noun
ৰোহ,noun
ৰোহিণী,noun
ৰৌ,noun
ৰৌঢ়ি,noun
ৰৌপ্য,noun
ৰৌৰৱা,root verb
লং,noun
লকচা,noun
লকচি,noun
লগ,noun
লগতে,adverb
লগৰী,noun
লগা,root verb
লঘোন,noun
লট্‌কন,noun
লঠবা,adjective
লঠিয়া,noun
লতা,noun
লতা পা,root verb
লদা,noun
লফা,noun
লৰ্‌,root verb
লৰচৰ,noun
লৰা,root verb
লৰা,adjective
লৰি-ঢাপৰি,adverb
ললিত,adjective
ললিত-কলা,noun
লৱজ,noun
লহৰ,noun
লহিয়া,root verb
লাই ,noun
লাই দি,root verb
লাই-শাক,noun
লাইন,noun
লাইব্ৰেৰি,noun
লাও,noun
লাং,noun
লাং খাই পৰ্‌,root verb
লাংপাট,noun
লাক-পাক,adjective
লাকিলূকা,noun
লাখ,noun
লাখ-টকীয়া,adjective
লাখৰ-বাখৰ কৰি,adverb
লাখূটি,noun
লাখেৰাজ,adjective
লাগ্‌,root verb
লাগনি,noun
লাগনী,adjective
লাগাম,noun
লাগী,adjective
লাঙে-পাতে,adverb
লাচ,noun
লাচ খা,root verb
লাজ,noun
লাজ পা,root verb
লাজূক,adjective
লাজূৱা,adjective
লাট,noun
লাট,adjective
লাটৰি,noun
লাঠি,noun
লাঠূৱা,adjective
লাড়ূ,noun
লাথি,noun
লাদ্,root verb
লাদ,noun
লান,noun
লাফ,noun
লাভ,noun
লামা,noun
লায়ক,adjective
লাল,adjective
লাল,noun
লালকাল,adjective
লালচ,noun
লালচী,adjective
লালনা,noun
লালসা,noun
লালায়িত,adjective
লাৱণ্য,noun
লাহতী,noun
লাহে-ধীৰে,adverb
লাক্ষণিক,adjective
লিংকবি,noun
লিকটা,adjective
লিকলিক কৰে,adverb
লিকলিকা,root verb
লিখা,adjective
লিগিৰা,noun
লিচু,noun
লিতা,adjective
লিপিত খা,root verb
লিহিবা,adjective
লূকা,root verb
লূকোৱা,adjective
লূচি,noun
লেই,noun
লেকেচি,noun
লেখক,noun
লেখি,noun
লেটা,root verb
লেটা,noun
লেতেৰা,adjective
লেনদেন,noun
শইচ,noun
শইকীয়া,noun
শংকৰ,noun
শংকৰদেৱ,noun
শংকা,noun
শংকু,noun
শংখ,noun
